text,user,location
RT @ScienceNews: If the drug can be given early in the infection — difficult to do with a drug like remdesivir that is given intravenously…,soniajesq,Texas!
"RT @exxonmobil: We’re supporting communities from the Permian Basin to Papua New Guinea, supplying essential products needed to fight COVID…",KDharmapuri,New Delhi
"RT @mmpadellan: With 71,000 dead from coronavirus, inadequate testing and supplies, it seems a bad idea to rush to reopen the country.

How…",grumpyoldladyo,"Minnesota, USA"
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,VLovesAnimals,"Pennsylvania, USA"
"RT @MoscowTimes: A third Russian doctor has fallen from a hospital window, Russia has billed the U.S. $660,000 for its coronavirus aid pack…",KingofPopTweets,
"RT @NestorBAguilar2: Dr. Dan Erickson COVID-19 Briefing #COVID19 Coronavirus - Part 1
 https://t.co/LCKGyCGjPc",IntranceIt,Western Australia
"RT @DrMikeMendoza: “To reach herd immunity for COVID-19, likely 70% or more of the population would need to be immune. Without a vaccine, o…",PaulKingsley7,
Volunteers needed in Rochester for experimental COVID-19 vaccine trial https://t.co/vRquXeQl2l,New_Colossus_,
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,angel33eyes,
RT @edwincwc: Second Scientist Killed! Isnt it Odd? Coronavirus In Pittsburgh: Researcher Killed In Apparent Murder-Suicide Was Close To 'M…,cactusflower81,"New Jersey, USA"
RT @mdubowitz: Israel has been a model for how a nation addressed the Covid-19 crisis with fatality rates per million of population of 27 i…,Esmaieli,ایران آزاد
"RT @jacoblamotta: Maritimers don’t call it COVID-19 or coronavirus, they just say “all this shit that’s going on”",MorganRae_02,"Cape Breton, Nova Scotia"
"RT @azcentral: JUST IN: The Arizona Department of Health Services told a team of university experts working on COVID-19 modeling to ""pause""…",sharmila819,United States
RT @piersmorgan: Professor Ferguson's excuse is he thought he was immune from COVID-19 after having it - despite there being zero scientifi…,LouiseM83596371,
"4 thousand dead already:
122 new coronavirus deaths in Massachusetts; nearly 1,200 new cases in state  https://t.co/7kGsUTZ7ZG",JasonWhite7797,"Boston, MA"
"RT @taufeequmar613: Pfizer, BioNTech began human trials of a possible COVID-19 vaccine. If successful, it could roll out in September. 
#Co…",the_anjlisingh,
"RT @brad_polumbo: A shocking new poll shows ~ 40% of Republicans (incorrectly) believe COVID-19 death figures are being inflated.

I blame,…",LupinBanditDWM,"Durham, NC"
RT @Alex_Panetta: I talked to a few epidemiologists and went over datasets and papers to try answering a question lots of Canadians have be…,ChipzNgiggles,"Central Valley, California"
"RT @cliffordlevy: NEW: Children are falling ill with a baffling ailment related to Covid-19
https://t.co/4CnQnNzmt7",TeeELCee_,hella bay • she/her
RT @NMr6feet: Nine persons tested positive for COVID-19 in the country today. The number of confirmed coronavirus cases increases to 760.…,sumanebot,Sri Lanka
"RT @ChauncyOnTV: Coronavirus symptoms: Doctors in NYC flag mysterious illness in children, many had COVID-19 https://t.co/azjpDyrbda",knleonard,"Houston, TX"
"#Wuhan #Coronavirus
China's Hubei reports no new COVID-19 cases for 32 consecutive days
https://t.co/eCO6cQTLSa",fredvell,Rotterdam -  IJsselmonde
"RT @alondra: ‘We Are Not Essential. We Are Sacrificial.’
I’m a New York City subway conductor. At least 98 of my co-workers have died of Co…",ProcyonUltra,occupied Seneca territory
"Liberty University President Jerry Falwell Jr. says people are not wearing masks in Lynchburg (VA), except at the “liberal grocery store.” He cites a newspaper article claiming coronavirus is “a hoax.” https://t.co/9O0ORQ0qDW via @bluevirginia",GeneBryant2,"Nashville, TN"
"RT @SouthKCChamber: Here's a list of #smallbusiness loans, grants &amp; financial resources we put together for members and supporters &gt;&gt; https…",MEDFA_Mo,"Missouri, USA"
RT @TODAYshow: 15 kids hospitalized with mysterious illness possibly tied to COVID-19 https://t.co/Tk55PkZOnM,melamaze,Maryland
"RT @niro60487270: It looks like the Czech Republic will be following Italy in hydroxychloroquine use.

""Health Minister Adam Vojtech said a…",RenziTitus,
"RT @HillBeverlyhill: Trump's staff cuts have undermined Covid-19 containment efforts, watchdog finds | Trump administration | The Guardian…",SwiftiePaulie,"Glendale,AZ "
He ran marathons and was fit. So why did Covid-19 almost kill him? https://t.co/eCltKa73kL via @statnews,_nullifidius,Reading
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,Wetfeathers,
"RT @indiatvnews: Worldwide coronavirus cases cross 3.7-million mark; death toll at 258,294
#coronavirus #COVID19 #CoronavirusPandemic 
http…",SanjayLodhiRaj8,"meerut , uttar pradesh "
"RT @CBSNews: President Trump says there will be a ""different form"" of the White House coronavirus task force, with different people, focuse…",atoilune,usa
"RT @lbarronlopez: NEW: A new study shows just how badly black people have been hit by Covid-19 nationally 

52% of cases and 58% of Covid-1…",YetiDelphia,"Philadelphia, PA"
RT @TheHinduComment: Editorial | With #containment strategies in place even before the first case of novel #coronavirus was detected on Jan…,yugayatri,Odisha
"RT @cobrapost: The new coronavirus appears to linger in the air in crowded spaces or rooms that lack ventilation.

Researchers found in a s…",sumedhburbure,
RT @PowerBoysNews: A female nurse working in Colombo National Hospital reportedly tested positive for coronavirus #lka #SriLanka #COVID_19,sumanebot,Sri Lanka
RT @statnews: ICYMI from @GabrielleGlaser: He ran marathons and was fit. So why did Covid-19 almost kill him? https://t.co/8wxIwDzQ28 https…,MorriganResists,"California, USA"
"RT @realNick_777: #Hydroxychloroquine 
touted by @realDonaldTrump and @RudyGiuliani 
which they got attacked for by Dems, media mob and Glo…",kmmcnabb_phd,
"CNBC: Trump does not wear coronavirus mask at Honeywell factory that makes masks.

GOING AROUND SPREADING COVID-19 
https://t.co/DEWtAbDltO

via @GoogleNews @realDonaldTrump @FoxNews @HuffPost @ABC @NBCBLK @blackvoices @TheRevAl @theadvocatebr @TexasTribune @GOP @TheDemocrats",HenryUm,Good will ambassador at Large
"RT @alexnpress: when I talked to christian smalls about this possibility weeks ago, he said: “what are they going to say these people’s fam…",Lalafellstudio,카벙클  강두기
"RT @IDSAInfo: With data showing alarmingly high rates of COVID-19 infection among people who are incarcerated, IDSA and @HIVMA have release…",MatiH_ID,"St Louis, MO"
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",alicenonedrland,Earth
RT @WSJ: “Brazil is already the global epicenter of the coronavirus.” One study concludes the country might have more Covid-19 cases than t…,canyonsgirl,BR
"RT @ScienceNews: For an individual, an antibody test result isn’t black and white: exposed or not exposed, immune or not immune.  

This is…",soniajesq,Texas!
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",eastbaypianist,
RT @apoorva_nyc: Among the most important unanswered questions about Covid-19 is this: What role do children play in keeping the pandemic g…,C51510,Japan
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,NoMasPorFavor59,4th Generation NY
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,maximumharvest,"Metro-Detroit, MI"
RT @TODAYshow: 15 kids hospitalized with mysterious illness possibly tied to COVID-19 https://t.co/Tk55PkZOnM,Omi_082,
RT @PhilstarNews: The closure of television giant ABS-CBN Corp. will not only displace thousands of workers but will also “cost lives” as t…,royalistajoe,"Quezon City, Philippines"
"RT @corinne_perkins: Refrigerated tractor trailers used to store bodies of deceased people are seen at a temporary morgue, during the outbr…",MarcusGreenWDRB,"Louisville, Kentucky"
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",GeraldD08612239,"Winnipeg, Manitoba"
RT @RandPaul: Modern medicine shows us that immunity is based on having antibodies. Why do they think medicine is trying so hard to get a c…,ocmtber,"Orange County, California"
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",StarryGryffin,
"RT @JohnsHopkins: Herd protection can stop the spread of an infectious disease within a population, but the U.S. is nowhere near that point…",PoliticalMojo_,"DuPont, WA"
"RT @alondra: ‘We Are Not Essential. We Are Sacrificial.’
I’m a New York City subway conductor. At least 98 of my co-workers have died of Co…",cactusdanny,Oregon 🇺🇸 & 🇧🇶 
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",antzp37LA_USA,"The Valley, Los Angeles County"
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,kjboies,yes
"RT @File411: Called out for tripling price of potential drug for Covid patients, company says increase planned for months 

https://t.co/CC…",ConcernedVote16,Everywhere
"RT @TonyFratto: Covid-19 has plowed into Brazil, adding more than 5,000 infections a day. Some experts think the developing-world giant mig…",DieterWentzel,Edmonton
"RT @GregAbbott_TX: Open Texas continues as Hair and Nail Salons can open on May 8 and Gyms can open on May 18. 

That and more announced to…",Jdekeratry,Texas
RT @NZStuffPolitics: Auckland Council contract cleaners paid under minimum wage due to Covid-19 pay cut https://t.co/CVidLxnSKA,Aethylred,"Palmerston North, or Foxton."
"RT @RepMattGaetz: MUST-READ: ""'A Trojan Horse Operation': Matt Gaetz Warns Tucker Carlson About Chinese Drones Spying On Americans""

(via @…",Flyfishinmary,
RT @ABC7Brad: University of Maryland begins testing COVID-19 vaccine on volunteers ages 18-85 | WJLA https://t.co/9S6B13x5Fn,Love_andCurls,St. Olaf
"RT @HillaryClinton: Upwards of 1,700 Americans are dying every day from COVID-19. 

That number could rise to 3,000 a day by June 1. 

We c…",maya89033270,
"World leaders pledged EUR €7.4 billion for research to find a #vaccine against the new #coronavirus, but warned that it is just the start of an effort that must be sustained over time to beat the disease (Via @Univ_inenglish)  https://t.co/mRw1JZlKKl",Univ_Mundo,
RT @GulfTimes_QATAR: The Ministry of Public Health (MoPH) will operate drive-through covid-19 survey &amp; swabbing hubs at three health centre…,tessajosmith,"Doha, Qatar"
RT @PhilstarNews: The closure of television giant ABS-CBN Corp. will not only displace thousands of workers but will also “cost lives” as t…,eerised25,Republic of the Philippines
"RT @HillaryClinton: Upwards of 1,700 Americans are dying every day from COVID-19. 

That number could rise to 3,000 a day by June 1. 

We c…",shannonthebull,"South Carolina, USA"
"RT @corinne_perkins: Refrigerated tractor trailers used to store bodies of deceased people are seen at a temporary morgue, during the outbr…",DocStrangelove0,
"RT @HillBeverlyhill: Trump's staff cuts have undermined Covid-19 containment efforts, watchdog finds | Trump administration | The Guardian…",LesterMoe6,"Washington, DC"
‘No need to test the entire force’ of 2 million: Military sets a new coronavirus targets https://t.co/0a1MQSzCw3,hrkbenowen,
"RT @JoeBiden: The hard truth is that it didn’t have to be this bad. The lack of preparation, the slow response on testing, the failure to a…",yetbun92,United States
RT @iHeartRadio: .@taylorswift13 did something so sweet for a fan joining the fight against the coronavirus pandemic💛 https://t.co/AuixZYF4…,somswift_th,
RT @newsradiolk: Three more persons have recovered after testing positive for coronavirus in the country. Total COVID-19 recoveries increas…,sumanebot,Sri Lanka
"This #AI tool identifies 

the most promising #COVID19 #research 

https://t.co/W7agptfpb2 #fintech #insurtech #healthcare #coronavirus #ArtificialIntelligence #MachineLearning #BigData @thomas_macaulay @thenextweb @ahier https://t.co/93Zh9mFCJZ RT @SpirosMargaris",karimraffa,"Singapore, London"
